"cod_provincia","provincia","cod_ncm_6d","ncm_6d","seccion","fob_mundial","complejidad_producto","distancia","potencialidad","ranking_est_conservadora","ranking_est_equilibrada","ranking_est_desafiante"
2,"Ciudad Autónoma de Buenos Aires","010121","Caballos, reproductores de raza pura","Agro, Alimentos y Bebidas",1649751.84,0.8942,0.9717,0.2111,0,0,0
2,"Ciudad Autónoma de Buenos Aires","010129","Caballos, exc. reproductores de raza pura","Agro, Alimentos y Bebidas",2902639.81,0.0937,0.9708,0.0988,0,0,0
2,"Ciudad Autónoma de Buenos Aires","010130","Asnos","Agro, Alimentos y Bebidas",3596.37,0.5287,0.9794,0.0675,0,0,0
2,"Ciudad Autónoma de Buenos Aires","010190","Mulos y burdéganos vivos","Agro, Alimentos y Bebidas",34250.59,0.5778,0.9691,0.1505,28,44,66
2,"Ciudad Autónoma de Buenos Aires","010221","Reprod. bovinos domésticos,de raza pura,preñadas o c/cría al pie","Agro, Alimentos y Bebidas",1180383.01,-0.2995,0.9683,-0.042,0,0,0
2,"Ciudad Autónoma de Buenos Aires","010229","Reproductores bovinos domésticos,preñadas o c/cría al pie,excluidos de raza pura","Agro, Alimentos y Bebidas",7487435,-0.5245,0.9674,-0.1797,0,0,0
2,"Ciudad Autónoma de Buenos Aires","010231","Búfalos,reproductores de raza pura, preñadas o c/cría al pie","Agro, Alimentos y Bebidas",36272.21,-0.0028,0.975,0.0176,0,0,0
2,"Ciudad Autónoma de Buenos Aires","010239","Búfalos,reproductores,preñadas o c/cría al pie,excluidos de raza pura","Agro, Alimentos y Bebidas",153154.14,-0.565,0.9735,-0.0181,0,0,0
2,"Ciudad Autónoma de Buenos Aires","010290","Animales bovinos ncop.","Agro, Alimentos y Bebidas",760945.48,-0.3768,0.9687,-0.0719,0,0,0
2,"Ciudad Autónoma de Buenos Aires","010310","Reproductores de raza pura,de la especie porcina","Agro, Alimentos y Bebidas",295368.05,0.5052,0.9717,0.1026,0,0,0
2,"Ciudad Autónoma de Buenos Aires","010391","Animales porcinos,de peso < a 50 kg.","Agro, Alimentos y Bebidas",1594025.92,0.72,0.975,0.0707,0,0,0
2,"Ciudad Autónoma de Buenos Aires","010392","Animales porcinos,de peso >= a 50 kg.","Agro, Alimentos y Bebidas",2099327.96,0.385,0.9719,-0.0472,0,0,0
2,"Ciudad Autónoma de Buenos Aires","010410","Animales ovinos,reproductores de raza pura,preñadas o c/cría al pie","Agro, Alimentos y Bebidas",1598378.77,-1.0813,0.9746,-0.2989,0,0,0
2,"Ciudad Autónoma de Buenos Aires","010420","Reproductores de raza pura,de la especie caprina","Agro, Alimentos y Bebidas",354015.05,-1.9431,0.9767,-0.3509,0,0,0
2,"Ciudad Autónoma de Buenos Aires","010511","Gallos y gallinas, de líneas puras o híbridas,peso <= a 185 g.,p/reproducción","Agro, Alimentos y Bebidas",1617382.14,-0.7014,0.9684,-0.1948,0,0,0
2,"Ciudad Autónoma de Buenos Aires","010512","Pavos vivos,de peso <= a 185 g.","Agro, Alimentos y Bebidas",184000.34,0.9323,0.972,0.2842,0,0,0
2,"Ciudad Autónoma de Buenos Aires","010513","Patos vivos,de peso <= a 185 g.","Agro, Alimentos y Bebidas",29770.49,1.3749,0.9747,0.3268,0,0,0
2,"Ciudad Autónoma de Buenos Aires","010514","Gansos vivos,de peso <= a 185 g.","Agro, Alimentos y Bebidas",3369.63,0.6683,0.9743,0.2746,0,0,0
2,"Ciudad Autónoma de Buenos Aires","010515","Pintadas vivas,de peso <= a 185 g.","Agro, Alimentos y Bebidas",8519.79,-0.0871,0.9759,0.0684,0,0,0
2,"Ciudad Autónoma de Buenos Aires","010594","Gallos y gallinas vivos,de peso > a 185 g.","Agro, Alimentos y Bebidas",1262615.79,-0.0383,0.9716,-0.0622,0,0,0
2,"Ciudad Autónoma de Buenos Aires","010599","Patos,gansos,pavos y pintadas,de peso > a 185 g.","Agro, Alimentos y Bebidas",260347.61,0.2701,0.9722,0.0765,0,0,0
2,"Ciudad Autónoma de Buenos Aires","010611","Animales mamíferos primates","Agro, Alimentos y Bebidas",296211.46,-1.0603,0.9771,-0.0841,0,0,0
2,"Ciudad Autónoma de Buenos Aires","010612","Animales mamíferos ballenas,delfines,marsopas,manatíes y dugones o dugongos,otarios y focas,leones marinos y morsas","Agro, Alimentos y Bebidas",2107.38,0.0414,0.9771,0.0546,0,0,0
2,"Ciudad Autónoma de Buenos Aires","010613","Camellos","Agro, Alimentos y Bebidas",103968.28,-1.2381,0.9818,-0.0978,0,0,0
2,"Ciudad Autónoma de Buenos Aires","010614","Liebres vivas","Agro, Alimentos y Bebidas",50490.92,0.8655,0.9749,0.152,0,0,0
2,"Ciudad Autónoma de Buenos Aires","010619","Animales mamíferos ncop.","Agro, Alimentos y Bebidas",334496.67,-0.0684,0.9678,-0.0417,0,0,0
2,"Ciudad Autónoma de Buenos Aires","010620","Reptiles vivos incluidas las serpientes y tortugas de mar","Agro, Alimentos y Bebidas",74369.78,-2.0166,0.9694,-0.2371,0,0,0
2,"Ciudad Autónoma de Buenos Aires","010631","Aves de rapiña vivas","Agro, Alimentos y Bebidas",16836.72,-0.6526,0.9714,-0.0896,0,0,0
2,"Ciudad Autónoma de Buenos Aires","010632","Aves psitaciformes incluidos loros, guacamayos,cacatúas y otros papagayos","Agro, Alimentos y Bebidas",31137.65,-1.205,0.9732,-0.3156,0,0,0
2,"Ciudad Autónoma de Buenos Aires","010633","Avestruces p/reproducción","Agro, Alimentos y Bebidas",623.59,-1.2539,0.9796,-0.0474,0,0,0
2,"Ciudad Autónoma de Buenos Aires","010639","Aves vivas ncpo.","Agro, Alimentos y Bebidas",74136.56,-1.3961,0.9706,-0.255,0,0,0
2,"Ciudad Autónoma de Buenos Aires","010641","Abejas","Agro, Alimentos y Bebidas",101561.42,-0.1988,0.9748,-0.0943,0,0,0
2,"Ciudad Autónoma de Buenos Aires","010649","Insectos vivos, excluidas abejas","Agro, Alimentos y Bebidas",239229.38,-0.3625,0.9701,-0.091,0,0,0
2,"Ciudad Autónoma de Buenos Aires","010690","Animales vivos ncop.","Agro, Alimentos y Bebidas",309591.68,-0.3538,0.9706,-0.0864,0,0,0
2,"Ciudad Autónoma de Buenos Aires","020110","Carne bovina,en reses o medias reses fresca o refrigerada","Agro, Alimentos y Bebidas",2179662.61,-0.1554,0.97,-0.073,0,0,0
2,"Ciudad Autónoma de Buenos Aires","020120","Cuartos delanteros de carne bovina fresca o refrigerada s/deshuesar","Agro, Alimentos y Bebidas",5561409.56,0.1242,0.9689,0.0156,91,0,0
2,"Ciudad Autónoma de Buenos Aires","020130","Carne bovina, deshuesada, fresca o refrigerada","Agro, Alimentos y Bebidas",21408300.72,-0.6319,0.9651,-0.0737,0,0,0
2,"Ciudad Autónoma de Buenos Aires","020210","Carne bovina,en reses o medias reses,congelada","Agro, Alimentos y Bebidas",139488.03,-0.3807,0.9701,-0.211,0,0,0
2,"Ciudad Autónoma de Buenos Aires","020220","Cuartos del. carne bovina congelada, s/deshuesar","Agro, Alimentos y Bebidas",2828058,-0.8997,0.9643,-0.1384,0,0,0
2,"Ciudad Autónoma de Buenos Aires","020230","Carne bovina, deshuesada, congelada","Agro, Alimentos y Bebidas",29578274.64,-1.1661,0.9647,-0.1681,0,0,0
2,"Ciudad Autónoma de Buenos Aires","020311","Carne porcina,en reses o medias reses,fresca o refrigerada","Agro, Alimentos y Bebidas",2404967.83,0.725,0.9728,0.1346,0,0,0
2,"Ciudad Autónoma de Buenos Aires","020312","Jamones,paletas y sus trozos,s/deshuesar,frescos o refrigerados","Agro, Alimentos y Bebidas",3794492.78,1.3032,0.9747,0.3468,0,0,0
2,"Ciudad Autónoma de Buenos Aires","020319","Carne de la especie porcina,fresca o refrigerada,ncop.","Agro, Alimentos y Bebidas",10254232.98,1.066,0.973,0.2808,0,0,0
2,"Ciudad Autónoma de Buenos Aires","020321","Carne porcina congelada, res o media res","Agro, Alimentos y Bebidas",329069.86,0.098,0.9714,-0.0358,0,0,0
2,"Ciudad Autónoma de Buenos Aires","020322","Jamones,paletas y sus trozos,s/deshuesar,congelados","Agro, Alimentos y Bebidas",2635981.11,0.4168,0.9716,0.068,0,0,0
2,"Ciudad Autónoma de Buenos Aires","020329","Carne porcina,congelada,ncop.","Agro, Alimentos y Bebidas",17687729.53,0.7456,0.9713,0.1339,0,0,0
2,"Ciudad Autónoma de Buenos Aires","020410","Reses o medias reses de cordero,frescas o refrigeradas","Agro, Alimentos y Bebidas",1278738.18,-0.9402,0.9707,-0.2416,0,0,0
2,"Ciudad Autónoma de Buenos Aires","020421","Carne ovina,en reses o medias reses,fresca o refrigerada","Agro, Alimentos y Bebidas",322409.12,-1.0678,0.9703,-0.3245,0,0,0
2,"Ciudad Autónoma de Buenos Aires","020422","Cortes s/deshuesar ncop.de carne ovina fresca o refrigerada","Agro, Alimentos y Bebidas",1528305.6,0.5664,0.9681,0.0643,12,39,71
2,"Ciudad Autónoma de Buenos Aires","020423","Carne de la especie ovina,deshuesada,fresca o refrigerada","Agro, Alimentos y Bebidas",683571.5,0.1492,0.9686,0.0127,63,0,0
2,"Ciudad Autónoma de Buenos Aires","020430","Reses o medias reses,de cordero,congeladas","Agro, Alimentos y Bebidas",312368.94,-0.9234,0.9656,-0.1622,0,0,0
2,"Ciudad Autónoma de Buenos Aires","020441","Canales o medias canales, de ovinos, congeladas (exc. corderos)","Agro, Alimentos y Bebidas",463368.92,-1.2312,0.9752,-0.1559,0,0,0
2,"Ciudad Autónoma de Buenos Aires","020442","Cortes de carne ovina s/deshuesar ncop.,congelada","Agro, Alimentos y Bebidas",4295275.13,-1.0676,0.971,-0.063,0,0,0
2,"Ciudad Autónoma de Buenos Aires","020443","Carne ovina, deshuesada, congelada","Agro, Alimentos y Bebidas",1063745.62,-0.1782,0.9717,-0.0482,0,0,0
2,"Ciudad Autónoma de Buenos Aires","020450","Carne caprina","Agro, Alimentos y Bebidas",437689.85,-1.4316,0.973,-0.2194,0,0,0
2,"Ciudad Autónoma de Buenos Aires","020500","Carne caballar/asnal/mular","Agro, Alimentos y Bebidas",377007.43,-0.5051,0.9707,-0.0864,0,0,0
2,"Ciudad Autónoma de Buenos Aires","020610","Despojos bovinos frescos o refrigerados","Agro, Alimentos y Bebidas",1073466.58,-0.5281,0.9673,-0.07,0,0,0
2,"Ciudad Autónoma de Buenos Aires","020630","Despojos de la especie porcina,frescos o refrigerados","Agro, Alimentos y Bebidas",633672.66,1.2479,0.9712,0.3202,44,20,21
2,"Ciudad Autónoma de Buenos Aires","020641","Hígados porcinos congelados","Agro, Alimentos y Bebidas",95310.89,0.3369,0.9716,-0.0284,0,0,0
2,"Ciudad Autónoma de Buenos Aires","020649","Despojos de la especie porcina congelados excluidos hígados","Agro, Alimentos y Bebidas",3849564.5,0.696,0.9718,0.1402,0,0,0
2,"Ciudad Autónoma de Buenos Aires","020680","Despojos ovino/caprino/caballar/asnal/mular, fresco o redrigerado","Agro, Alimentos y Bebidas",69503.26,-0.391,0.9707,-0.0827,0,0,0
2,"Ciudad Autónoma de Buenos Aires","020690","Despojos ovino/caprino/caballar/asnal/mular congelados","Agro, Alimentos y Bebidas",216682.97,-1.307,0.969,-0.2042,0,0,0
2,"Ciudad Autónoma de Buenos Aires","020711","Gallos o gallinas s/trocear,frescos o refrigerados","Agro, Alimentos y Bebidas",1189270.65,0.1946,0.9708,-0.0719,0,0,0
2,"Ciudad Autónoma de Buenos Aires","020712","Gallos/gallinas congelados","Agro, Alimentos y Bebidas",3805621.02,-1.0628,0.9724,-0.1613,0,0,0
2,"Ciudad Autónoma de Buenos Aires","020713","Trozos y despojos de gallos o gallinas,frescos o refrigerados","Agro, Alimentos y Bebidas",6059423.09,0.3569,0.9723,0.0314,0,0,0
2,"Ciudad Autónoma de Buenos Aires","020714","Trozos y despojos de gallos o gallinas,congelados","Agro, Alimentos y Bebidas",15446317.03,-0.1409,0.9739,-0.0715,0,0,0
2,"Ciudad Autónoma de Buenos Aires","020724","Pavos s/trocear,frescos o refrigerados","Agro, Alimentos y Bebidas",51102.15,0.8418,0.974,0.1902,0,0,0
2,"Ciudad Autónoma de Buenos Aires","020725","Pavos s/trocear,congelados","Agro, Alimentos y Bebidas",94026.14,0.4768,0.9749,0.0743,0,0,0
2,"Ciudad Autónoma de Buenos Aires","020726","Trozos y despojos de pavos,frescos o refrigerados","Agro, Alimentos y Bebidas",1409493.41,1.1144,0.9728,0.3,0,0,0
2,"Ciudad Autónoma de Buenos Aires","020727","Trozos y despojos de pavos,congelados","Agro, Alimentos y Bebidas",1069775.5,-0.0165,0.9719,-0.1207,0,0,0
2,"Ciudad Autónoma de Buenos Aires","020741","Patos s/trocear,frescos o refrigerados","Agro, Alimentos y Bebidas",124026.16,0.9481,0.9752,0.1807,0,0,0
2,"Ciudad Autónoma de Buenos Aires","020742","Patos s/trocear,congelados","Agro, Alimentos y Bebidas",207661.69,0.3878,0.9736,0.0136,0,0,0
2,"Ciudad Autónoma de Buenos Aires","020743","Hígados grasos de pato,frescos o refrigerados","Agro, Alimentos y Bebidas",32396.13,0.5728,0.9749,0.1064,0,0,0
2,"Ciudad Autónoma de Buenos Aires","020744","Despojos de pato frescos o refrigerados,excluidos hígados grasos","Agro, Alimentos y Bebidas",150144.86,0.8968,0.9742,0.1594,0,0,0
2,"Ciudad Autónoma de Buenos Aires","020745","despojos de pato congelados,excluidos hígados grasos","Agro, Alimentos y Bebidas",374902.62,0.7503,0.9747,0.1338,0,0,0
2,"Ciudad Autónoma de Buenos Aires","020751","Gansos s/trocear,frescos o refrigerados","Agro, Alimentos y Bebidas",81805.89,1.1183,0.9791,0.1042,0,0,0
2,"Ciudad Autónoma de Buenos Aires","020752","Gansos s/trocear,congelados","Agro, Alimentos y Bebidas",44974.28,1.1663,0.9713,0.0382,0,0,0
2,"Ciudad Autónoma de Buenos Aires","020753","Hígados grasos de ganso,frescos o refrigerados","Agro, Alimentos y Bebidas",7820.44,1.0652,0.9747,0.168,0,0,0
2,"Ciudad Autónoma de Buenos Aires","020754","Despojos de ganso frescos o refrigerados,excluidos hígados grasos","Agro, Alimentos y Bebidas",12002.53,0.7938,0.9739,0.1532,0,0,0
2,"Ciudad Autónoma de Buenos Aires","020755","Despojos de ganso congelados,excluidos hígados grasos","Agro, Alimentos y Bebidas",131546.22,1.31,0.9715,0.0595,0,0,0
2,"Ciudad Autónoma de Buenos Aires","020760","Carnes y despojos de pintadas frescos,refrigerados o congelados","Agro, Alimentos y Bebidas",51708.05,-0.0641,0.9758,0.001,0,0,0
2,"Ciudad Autónoma de Buenos Aires","020810","Carne conejo/liebre fresca o congelada","Agro, Alimentos y Bebidas",151974.91,0.4348,0.9736,0.0926,0,0,0
2,"Ciudad Autónoma de Buenos Aires","020830","Carnes y despojos de primates frescos,refrigerados o congelados","Agro, Alimentos y Bebidas",711.34,0.6173,0.9757,0.0844,0,0,0
2,"Ciudad Autónoma de Buenos Aires","020840","Carnes y despojos de ballenas,delfines,marsopas,manatíes y dugones o dugongos ,otarios y focas,leones marinos y morsas frescos,refrigerados o congelados","Agro, Alimentos y Bebidas",3734.08,0.7535,0.9777,0.1596,0,0,0
2,"Ciudad Autónoma de Buenos Aires","020850","Carnes y despojos comestibles de reptiles incluidos serpientes y tortugas de mar frescos,refrigerados o congelados","Agro, Alimentos y Bebidas",1989.05,-1.217,0.9794,-0.1545,0,0,0
2,"Ciudad Autónoma de Buenos Aires","020860","Carnes y despojos de camellos u otros camélidos frescos,refrigerados o congelados","Agro, Alimentos y Bebidas",5037.34,-1.2286,0.983,-0.1153,0,0,0
2,"Ciudad Autónoma de Buenos Aires","020890","Carnes y despojos comestibles ncop.frescos,refrigerados o congelados","Agro, Alimentos y Bebidas",570928.75,0.5304,0.9718,0.026,0,0,0
2,"Ciudad Autónoma de Buenos Aires","020910","Tocino,fresco,refrigerado o congelado","Agro, Alimentos y Bebidas",914095.67,0.5115,0.9718,0.1538,0,0,0
2,"Ciudad Autónoma de Buenos Aires","020990","Grasa de ave","Agro, Alimentos y Bebidas",16475.1,0.4711,0.9723,-0.0276,0,0,0
2,"Ciudad Autónoma de Buenos Aires","021011","Jamones,paletas y sus trozos,s/deshuesar,salados o en salmuera,secos o ahumados","Agro, Alimentos y Bebidas",376022.98,0.4986,0.9733,0.0739,0,0,0
2,"Ciudad Autónoma de Buenos Aires","021012","Panceta(tocino entreverado),sus trozos,salados,en salmuera,secos o ahumados","Agro, Alimentos y Bebidas",701292.97,1.2761,0.9719,0.3621,67,29,27
2,"Ciudad Autónoma de Buenos Aires","021019","Carne y despojos comestibles de porcinos ncop.,salados,en salmuera,secos o ahumados","Agro, Alimentos y Bebidas",2620740.44,0.6486,0.9738,0.1861,0,0,0
2,"Ciudad Autónoma de Buenos Aires","021020","Carne bovina,salada,en salmuera,seca o ahumada","Agro, Alimentos y Bebidas",352204.81,-0.0975,0.9702,-0.116,0,0,0
2,"Ciudad Autónoma de Buenos Aires","021091","Carne,despojos comestibles salados,secos,ahumados,harina y polvo comestible,de primates","Agro, Alimentos y Bebidas",1542.53,0.5242,0.9751,0.2401,0,0,0
2,"Ciudad Autónoma de Buenos Aires","021092","Carne,despojos comestibles salados,secos,ahumados,harina y polvo comestible,de ballenas,delfines,marsopas,manatíes y dugones o dugongos","Agro, Alimentos y Bebidas",16299.49,0.607,0.9734,0.0887,0,0,0
2,"Ciudad Autónoma de Buenos Aires","021093","Carne,despojos comestibles salados,secos,ahumados,harina y polvo comestible,de reptiles incluidos serpientes y tortugas de mar","Agro, Alimentos y Bebidas",8730.17,0.0652,0.9824,-0.0225,0,0,0
2,"Ciudad Autónoma de Buenos Aires","021099","Despojos comestibles salados,en salmuera,secos,ahumados,harina y polvo comestible,de animales ncop.","Agro, Alimentos y Bebidas",887505.36,-0.3634,0.9752,-0.0401,0,0,0
2,"Ciudad Autónoma de Buenos Aires","030111","Peces ornamentales variedad Arowanas","Agro, Alimentos y Bebidas",321417.86,-1.7477,0.9749,-0.2773,0,0,0
2,"Ciudad Autónoma de Buenos Aires","030119","Peces ornamentales excluidos de agua dulce","Agro, Alimentos y Bebidas",87722.76,-1.0949,0.9715,-0.3309,0,0,0
2,"Ciudad Autónoma de Buenos Aires","030191","Truchas p/reproducción","Agro, Alimentos y Bebidas",141290.57,0.5604,0.972,0.0317,0,0,0
2,"Ciudad Autónoma de Buenos Aires","030192","Anguilas p/reproducción","Agro, Alimentos y Bebidas",545653.6,-1.1371,0.9753,-0.1028,0,0,0
2,"Ciudad Autónoma de Buenos Aires","030193","Carpas p/reproducción","Agro, Alimentos y Bebidas",187222.11,0.102,0.9766,0.0047,0,0,0
2,"Ciudad Autónoma de Buenos Aires","030194","Atunes comunes o de aleta azul p/reproducción","Agro, Alimentos y Bebidas",66255.54,-1.4131,0.9756,-0.1725,0,0,0
2,"Ciudad Autónoma de Buenos Aires","030195","Atunes del sur p/reproducción","Agro, Alimentos y Bebidas",50168.98,-1.5304,0.9669,0.0227,0,0,0
2,"Ciudad Autónoma de Buenos Aires","030199","Tilapias p/reproducción","Agro, Alimentos y Bebidas",1021639.55,-0.6301,0.9755,-0.1473,0,0,0
2,"Ciudad Autónoma de Buenos Aires","030211","Truchas frescas o refrigeradas excluido en filetes","Agro, Alimentos y Bebidas",765855.6,-0.3772,0.9733,-0.14,0,0,0
2,"Ciudad Autónoma de Buenos Aires","030213","Salmones del Pacifico,frescos o refrigerados excluido en filetes","Agro, Alimentos y Bebidas",403397.27,0.5893,0.9743,0.1681,0,0,0
2,"Ciudad Autónoma de Buenos Aires","030214","Salmones del Atlántico o Danubio,frescos o refrigerados excluido en filetes","Agro, Alimentos y Bebidas",14016535.02,0.6394,0.9755,0.0901,0,0,0
2,"Ciudad Autónoma de Buenos Aires","030219","Pescados salmónidos ncop.,frescos o refrigerados excluido en filetes","Agro, Alimentos y Bebidas",198347.88,-1.112,0.9736,-0.2736,0,0,0
2,"Ciudad Autónoma de Buenos Aires","030221","Halibut fresco o refrigerado excluido en filetes","Agro, Alimentos y Bebidas",230748.38,1.0561,0.9758,0.1484,0,0,0
2,"Ciudad Autónoma de Buenos Aires","030222","Sollas frescas o refrigeradas excluido en filetes","Agro, Alimentos y Bebidas",90670.92,0.7015,0.9751,0.195,0,0,0
2,"Ciudad Autónoma de Buenos Aires","030223","Lenguados frescos o refrigerados excluido en filetes","Agro, Alimentos y Bebidas",245524.35,-0.665,0.9716,-0.1196,0,0,0
2,"Ciudad Autónoma de Buenos Aires","030224","Rodaballos frescos o refrigerados excluido en filetes","Agro, Alimentos y Bebidas",150841.36,0.261,0.9753,0.0717,0,0,0
2,"Ciudad Autónoma de Buenos Aires","030229","Pescados planos ncop.,frescos o refrigerados excluido en filetes","Agro, Alimentos y Bebidas",324822.66,-1.3507,0.9701,-0.3183,0,0,0
2,"Ciudad Autónoma de Buenos Aires","030231","Albacoras o atunes blancos,frescos o refrigerados excluido en filetes","Agro, Alimentos y Bebidas",72970.7,-0.5943,0.9732,-0.0536,0,0,0
2,"Ciudad Autónoma de Buenos Aires","030232","Atunes de aleta amarilla,frescos o refrigerados excluido en filetes","Agro, Alimentos y Bebidas",292350.79,-1.7471,0.974,-0.2781,0,0,0
2,"Ciudad Autónoma de Buenos Aires","030233","Listados o bonitos de vientre rayado,frescos o refrigerados excluido en filetes","Agro, Alimentos y Bebidas",11278.88,-0.577,0.976,-0.1252,0,0,0
2,"Ciudad Autónoma de Buenos Aires","030234","Patudos o atunes ojo grande,frescos o refrigerados excluido en filetes","Agro, Alimentos y Bebidas",57795.05,-1.5251,0.9754,-0.355,0,0,0
2,"Ciudad Autónoma de Buenos Aires","030235","Atunes comunes o de aleta azul,frescos o refrigerados excluido en filetes","Agro, Alimentos y Bebidas",349193.97,-0.4507,0.9741,-0.1451,0,0,0
2,"Ciudad Autónoma de Buenos Aires","030236","Atunes del sur,frescos o refrigerados excluido en filetes","Agro, Alimentos y Bebidas",20179.63,-1.0242,0.9788,-0.0987,0,0,0
2,"Ciudad Autónoma de Buenos Aires","030239","Atunes ncop.frescos o refrigerados excluido en filetes","Agro, Alimentos y Bebidas",66993.62,-1.758,0.9777,-0.3292,0,0,0
2,"Ciudad Autónoma de Buenos Aires","030241","Arenques frescos o refrigerados excluido en filetes","Agro, Alimentos y Bebidas",127841.12,0.8173,0.9725,0.1042,0,0,0
2,"Ciudad Autónoma de Buenos Aires","030242","Anchoitas frescas o refrigeradas excluidas en filetes","Agro, Alimentos y Bebidas",71823.65,-1.0805,0.9769,-0.1376,0,0,0
2,"Ciudad Autónoma de Buenos Aires","030243","Sardinas,sardinelas y espadines frescos o refrigerados excluido en filetes","Agro, Alimentos y Bebidas",98427.13,-0.6201,0.9716,-0.115,0,0,0
2,"Ciudad Autónoma de Buenos Aires","030244","Caballas frescas o refrigeradas excluido en filetes","Agro, Alimentos y Bebidas",222521.75,-1.0841,0.9724,-0.1764,0,0,0
2,"Ciudad Autónoma de Buenos Aires","030245","Jureles frescos o refrigerados excluido en filetes","Agro, Alimentos y Bebidas",69926,-1.0004,0.9738,-0.0913,0,0,0
2,"Ciudad Autónoma de Buenos Aires","030246","Cobias frescos o refrigerados excluido en filetes","Agro, Alimentos y Bebidas",6071.38,-1.867,0.9764,-0.1221,0,0,0
2,"Ciudad Autónoma de Buenos Aires","030247","Peces espada frescos o refrigerados excluido en filetes","Agro, Alimentos y Bebidas",172106.3,-1.8457,0.9728,-0.3766,0,0,0
2,"Ciudad Autónoma de Buenos Aires","030249","Agujas, marlines, peces vela o picudos frescos o refrigerados excluido en filetes","Agro, Alimentos y Bebidas",119738.44,-1.379,0.9766,-0.3211,0,0,0
2,"Ciudad Autónoma de Buenos Aires","030251","Bacalaos frescos o refrigerados excluido en filetes","Agro, Alimentos y Bebidas",692945.41,0.3078,0.9749,0.0608,0,0,0
2,"Ciudad Autónoma de Buenos Aires","030252","Eglefinos frescos o refrigerados excluido en filetes","Agro, Alimentos y Bebidas",138982.1,1.0306,0.9711,0.1026,0,0,0
2,"Ciudad Autónoma de Buenos Aires","030253","Carboneros frescos o refrigerados excluido en filetes","Agro, Alimentos y Bebidas",136897.94,1.0726,0.974,0.2157,0,0,0
2,"Ciudad Autónoma de Buenos Aires","030254","Merluzas frescas o refrigeradas excluido en filetes","Agro, Alimentos y Bebidas",183488.01,-0.7888,0.9736,-0.0899,0,0,0
2,"Ciudad Autónoma de Buenos Aires","030255","Abadejos de Alaska frescos o refrigerados excluido en filetes","Agro, Alimentos y Bebidas",11501.75,0.8355,0.9771,0.2065,0,0,0
2,"Ciudad Autónoma de Buenos Aires","030256","Bacaladillas frescas o refrigeradas excluido en filetes","Agro, Alimentos y Bebidas",53980.45,0.6484,0.9743,0.0392,0,0,0
2,"Ciudad Autónoma de Buenos Aires","030259","Pescados de las familias Bregmacerotidae,Euclichthyidae,Gadidae,Macrouridae,Melanonidae,Merlucciidae,Moridae y Muraenolepididae, ncop.frescos o refrigerados excluidos en filetes","Agro, Alimentos y Bebidas",126514.78,-0.8288,0.9708,-0.2744,0,0,0
2,"Ciudad Autónoma de Buenos Aires","030271","Tilapias(Oreochromis spp.) frescas o refrigeradas excluido en filetes","Agro, Alimentos y Bebidas",49868.73,-1.5323,0.9706,-0.2402,0,0,0
2,"Ciudad Autónoma de Buenos Aires","030272","Bagres de canal frescos o refrigerados excluido en filetes","Agro, Alimentos y Bebidas",35362.21,-1.3235,0.9748,-0.3097,0,0,0
2,"Ciudad Autónoma de Buenos Aires","030273","Carpas frescas o refrigeradas excluido en filetes","Agro, Alimentos y Bebidas",41154.41,0.0044,0.9743,-0.1118,0,0,0
2,"Ciudad Autónoma de Buenos Aires","030274","Anguilas frescas o refrigeradas excluido en filetes","Agro, Alimentos y Bebidas",7483.16,-0.1018,0.9747,0.0246,0,0,0
2,"Ciudad Autónoma de Buenos Aires","030279","Percas del Nilo y peces cabeza de serpiente frescos o refrigerados excluido en filetes","Agro, Alimentos y Bebidas",51905.49,-1.3067,0.9732,-0.2075,0,0,0
2,"Ciudad Autónoma de Buenos Aires","030281","Escualos frescos o refrigerados excluido en filetes","Agro, Alimentos y Bebidas",26595.48,-0.6523,0.974,-0.0517,0,0,0
2,"Ciudad Autónoma de Buenos Aires","030282","Rayas frescas o refrigeradas excluido en filetes","Agro, Alimentos y Bebidas",21137.38,0.8548,0.9739,0.136,0,0,0
2,"Ciudad Autónoma de Buenos Aires","030283","Merluza negra fresca o refrigerada excluido en filetes","Agro, Alimentos y Bebidas",3200.62,-0.6143,0.9747,-2e-04,0,0,0
2,"Ciudad Autónoma de Buenos Aires","030284","Róbalos frescos o refrigerados excluido en filetes","Agro, Alimentos y Bebidas",880491.95,-0.4893,0.9749,-0.1423,0,0,0
2,"Ciudad Autónoma de Buenos Aires","030285","Sargos frescos o refrigerados excluido en filetes","Agro, Alimentos y Bebidas",1024857.47,-0.9523,0.9731,-0.2857,0,0,0
2,"Ciudad Autónoma de Buenos Aires","030289","Pargos frescos o refrigerados excluido en filetes","Agro, Alimentos y Bebidas",1935573.71,-1.4115,0.9708,-0.3468,0,0,0
2,"Ciudad Autónoma de Buenos Aires","030291","Hígados, huevas y lechas de pescado frescos o refrigerados excluido en filetes","Agro, Alimentos y Bebidas",45478.66,-0.2794,0.9743,-0.0628,0,0,0
2,"Ciudad Autónoma de Buenos Aires","030292","Aletas de tiburón frescas o refrigeradas excluido en filetes","Agro, Alimentos y Bebidas",492.42,-0.9996,0.9787,-0.1161,0,0,0
2,"Ciudad Autónoma de Buenos Aires","030299","Cabezas, colas, vejigas natatorias y demás despojos comestibles de pescado frescos o refrigerados excluido en filetes","Agro, Alimentos y Bebidas",24595.58,-0.8839,0.9731,-0.2631,0,0,0
