"cod_provincia","provincia","cod_ncm_6d","ncm_6d","seccion","fob_mundial","complejidad_producto","distancia","potencialidad","ranking_est_conservadora","ranking_est_equilibrada","ranking_est_desafiante"
46,"La Rioja","761610","Puntas,clavos,grapas,tornillos,pernos,tuercas,remaches,arandelas y artículos similares,de aluminio","Metales",1006022,0.7583,0.9931,0.1723,0,0,0
46,"La Rioja","761691","Telas metálicas,redes y rejas,de alambre de aluminio","Metales",188940.2,0.0516,0.9917,-0.094,0,0,0
46,"La Rioja","761699","Otras manufacturas de aluminio,ncop.","Metales",20588474,-0.0452,0.9919,-0.0658,0,0,0
46,"La Rioja","780110","Plomo electrolítico en lingotes","Metales",4679202,-1.213,0.9914,-0.2869,0,0,0
46,"La Rioja","780191","Plomo excluido refinado,c/antimonio como el otro elemento predominante en peso","Metales",945454.2,-1.333,0.9911,-0.2743,0,0,0
46,"La Rioja","780199","Plomo en bruto ncop.","Metales",2335863,-2.0521,0.9913,-0.3044,0,0,0
46,"La Rioja","780200","Desperdicios y desechos de plomo","Metales",612543.7,-1.0512,0.991,-0.1313,0,0,0
46,"La Rioja","780411","Hojas y tiras de plomo,espesor <= a 0,2mm.s/incluir soporte","Metales",30956.43,-0.1099,0.9925,0.0654,0,0,0
46,"La Rioja","780419","Chapas,hojas y tiras de plomo,ncop.","Metales",238279.4,0.4432,0.9951,0.2124,0,0,0
46,"La Rioja","780420","Polvo y escamillas de plomo","Metales",50520.24,-0.2196,0.994,0.0471,0,0,0
46,"La Rioja","780600","Barras, perfiles y alambre de plomo","Metales",366661.3,-0.9278,0.9919,-0.2177,0,0,0
46,"La Rioja","790111","Cinc s/alear,electrolítico,c/contenido >= a 99,99%,en lingotes","Metales",9396543,-0.2951,0.9938,-0.1057,0,0,0
46,"La Rioja","790112","Cinc s/alear c/contenido < a 99,99%,en lingotes","Metales",3891923,-0.467,0.9934,-0.0949,0,0,0
46,"La Rioja","790120","Aleaciones de cinc en lingotes","Metales",3052905,-0.2722,0.9941,-0.0168,0,0,0
46,"La Rioja","790200","Desperdicios y desechos de cinc","Metales",770306.8,-0.5811,0.9914,-0.2303,0,0,0
46,"La Rioja","790310","Polvo de condensación,de cinc","Metales",354099,-0.74,0.9939,-0.2446,0,0,0
46,"La Rioja","790390","Polvo y escamillas de cinc,excluido polvo de condensación","Metales",228568.8,-0.8835,0.9939,-0.0247,0,0,0
46,"La Rioja","790400","Barras,perfiles y alambres,de cinc","Metales",254124.6,0.8008,0.9937,0.2262,0,0,0
46,"La Rioja","790500","Chapas,bandas y hojas,de cinc","Metales",818922.2,0.9549,0.9951,0.3918,0,0,0
46,"La Rioja","790700","Tubos y accesorios de tubería,de cinc","Metales",1682341,0.2953,0.9931,0.032,0,0,0
46,"La Rioja","800110","Estaño s/alear","Metales",7277819,-0.8844,0.9939,-0.1422,0,0,0
46,"La Rioja","800120","Aleaciones de estaño","Metales",481082.7,-0.1732,0.9936,-0.0451,0,0,0
46,"La Rioja","800200","Desperdicios y desechos de estaño","Metales",156980.1,0.4171,0.9928,0.0099,0,0,0
46,"La Rioja","800300","Barras,perfiles y alambres,de estaño","Metales",602423.1,0.5659,0.9938,0.1092,0,0,0
46,"La Rioja","800700","Chapas,hojas y tiras de estaño","Metales",501602.3,0.135,0.994,0.0411,0,0,0
46,"La Rioja","810110","Polvo de volframio","Metales",234850.9,0.733,0.995,0.2906,0,0,0
46,"La Rioja","810194","Volframio en bruto incluso barras obtenidas por sinterizado","Metales",107120.4,0.5577,0.9942,0.1229,0,0,0
46,"La Rioja","810196","Alambre de volframio","Metales",104575.3,1.3114,0.9958,0.3163,0,0,0
46,"La Rioja","810197","Desperdicios y desechos de volframio","Metales",394920.8,0.4158,0.9929,0.1483,0,0,0
46,"La Rioja","810199","Volframio utilizado p/fabricación de contactos eléctricos","Metales",404209,0.5602,0.9939,0.2898,0,0,0
46,"La Rioja","810210","Polvo de molibdeno","Metales",76118.77,1.4811,0.9951,0.3386,0,0,0
46,"La Rioja","810294","Molibdeno en bruto,incluidas las barras simplemente obtenidas p/sinterizado","Metales",146577.4,0.7965,0.9948,0.2232,0,0,0
46,"La Rioja","810295","Barras,perfiles,chapas,bandas y hojas de molibdeno excluidas barras obtenidas por sinterizado","Metales",184674.2,1.2709,0.995,0.3079,0,0,0
46,"La Rioja","810296","Alambre de molibdeno","Metales",78522.23,0.9838,0.9957,0.1347,0,0,0
46,"La Rioja","810297","Desperdicios y desechos de molibdeno","Metales",263633.6,0.8267,0.9947,0.141,0,0,0
46,"La Rioja","810299","Otras manufacturas de molibdeno ncop.","Metales",136783.4,0.8832,0.9944,0.2115,0,0,0
46,"La Rioja","810320","Tantalio en bruto,incluidas barras obtenidas por sinterizado, polvo","Metales",484744.4,0.6247,0.9954,0.3269,0,0,0
46,"La Rioja","810330","Desperdicios y desechos de tantalio","Metales",99070.61,0.3032,0.9933,0.1507,0,0,0
46,"La Rioja","810390","Manufacturas de tantalio","Metales",401793,0.2613,0.9951,0.2529,0,0,0
46,"La Rioja","810411","Magnesio en bruto c/contenido >= a 99,8% en peso","Metales",1065442,0.8068,0.9944,0.1232,0,0,0
46,"La Rioja","810419","Magnesio en bruto ncop.","Metales",544056,1.2146,0.9954,0.2641,0,0,0
46,"La Rioja","810420","Desperdicios y desechos de magnesio","Metales",119155.4,0.2601,0.9931,-0.001,0,0,0
46,"La Rioja","810430","Torneaduras,gránulos calibrados,polvo,de magnesio","Metales",404147.6,0.9078,0.9938,0.113,0,0,0
46,"La Rioja","810490","Manufacturas de magnesio","Metales",284396.2,1.1105,0.9945,0.2499,0,0,0
46,"La Rioja","810520","Cobalto en bruto","Metales",7092732,-2.1719,0.9907,-0.1712,0,0,0
46,"La Rioja","810530","Desperdicios y desechos de cobalto","Metales",86165.63,0.6544,0.994,0.2071,0,0,0
46,"La Rioja","810590","Chapas,hojas,tiras,alambre,varillas,patillas y plaquetas de cobalto","Metales",631097.7,-0.1712,0.9944,0.2245,0,0,0
46,"La Rioja","810600","Bismuto en bruto","Metales",147178.9,0.2723,0.9959,0.2177,0,0,0
46,"La Rioja","810720","Cadmio en bruto","Metales",41101.24,0.2262,0.9947,0.1272,0,0,0
46,"La Rioja","810730","Desperdicios y desechos de cadmio","Metales",386.78,0.4811,0.9953,0.0914,0,0,0
46,"La Rioja","810790","Manufacturas de cadmio","Metales",6369.75,0.6867,0.995,0.2122,0,0,0
46,"La Rioja","810820","Titanio en bruto,polvo","Metales",813620.4,0.6479,0.9961,0.1557,0,0,0
46,"La Rioja","810830","Desperdicios y desechos de titanio","Metales",244092.9,0.8515,0.993,0.2318,0,0,0
46,"La Rioja","810890","Manufacturas de titanio","Metales",3552273,0.8273,0.9938,0.3204,0,0,0
46,"La Rioja","810920","Circonio en bruto,polvo","Metales",56409.32,1.2766,0.9955,0.3562,0,0,0
46,"La Rioja","810930","Desperdicios y desechos de circonio","Metales",15986.99,1.4926,0.9951,0.2961,0,0,0
46,"La Rioja","810990","Manufacturas de circonio","Metales",368362,0.8855,0.995,0.2177,0,0,0
46,"La Rioja","811010","Antimonio en bruto","Metales",425451,-1.4751,0.9943,-0.1896,0,0,0
46,"La Rioja","811020","Desperdicios y desechos de antimonio","Metales",7417.03,-1.0879,0.9925,-0.1496,0,0,0
46,"La Rioja","811090","Manufacturas de antimonio","Metales",49425.46,-1.684,0.9947,-0.0672,0,0,0
46,"La Rioja","811100","Manganeso en bruto","Metales",1665726,-0.3627,0.9958,-0.0468,0,0,0
46,"La Rioja","811212","Berilio en bruto,polvo","Metales",8755.77,-3.0537,0.9967,-0.0491,0,0,0
46,"La Rioja","811213","Desperdicios y desechos de berilio","Metales",650.46,0.4299,0.997,0.0043,0,0,0
46,"La Rioja","811219","Manufacturas de berilio","Metales",39438.82,-0.6579,0.9912,0.0305,0,0,0
46,"La Rioja","811221","Cromo en bruto","Metales",374977.4,1.0381,0.9952,0.2066,0,0,0
46,"La Rioja","811222","Desperdicios y desechos de cromo","Metales",11569.41,0.4782,0.9933,0.0823,0,0,0
46,"La Rioja","811229","Manufacturas de cromo","Metales",89078.99,1.3059,0.9954,0.378,0,0,0
46,"La Rioja","811251","Talio en bruto,polvo","Metales",2706.9,0.5256,0.9992,0.1026,0,0,0
46,"La Rioja","811252","Desperdicios y desechos de talio","Metales",69.7,-0.2651,0.9939,0.0298,0,0,0
46,"La Rioja","811259","Manufacturas de talio","Metales",2295.49,1.5104,0.9959,0.2902,0,0,0
46,"La Rioja","811292","Galio,hafnio,indio,niobio y renio en bruto,polvo,desperdicios y desechos","Metales",544289.8,0.846,0.9951,0.2758,0,0,0
46,"La Rioja","811299","Manufacturas de galio,hafnio,indio,niobio,renio y talio","Metales",477241.1,0.4498,0.9935,0.1143,0,0,0
46,"La Rioja","811300","Cermet y sus manufacturas, ncop. y desperdicios y desechos de cermet","Metales",1179392,2.1991,0.9975,0.457,0,0,0
46,"La Rioja","820110","Layas y palas,de metal común","Metales",556488.1,-0.2746,0.993,-0.0096,0,0,0
46,"La Rioja","820130","Azadas,picos,binaderas,rastrillos y raederas,de metal común","Metales",440772.5,0.0459,0.9931,-0.0286,0,0,0
46,"La Rioja","820140","Hachas,hocinos y herramientas similares c/filo,de metal común","Metales",319616.3,-0.6293,0.9923,-0.0833,0,0,0
46,"La Rioja","820150","Tijeras de podar de metal común","Metales",417675.3,1.1746,0.9947,0.3037,0,0,0
46,"La Rioja","820160","Cizallas p/setos,tijeras de podar y herramientas similares,p/usar c/las dos manos,de metal común","Metales",284127.1,1.0474,0.9952,0.2951,0,0,0
46,"La Rioja","820190","Otras herramientas de mano,agrícolas,hortícolas o forestales,de metal común,ncop.","Metales",586290,0.3194,0.9921,-0.0128,0,0,0
46,"La Rioja","820210","Sierras de mano,de metal común","Metales",464638,0.9112,0.9945,0.2379,0,0,0
46,"La Rioja","820220","Hojas de sierra en cinta,de metal común","Metales",781096.8,1.2429,0.9948,0.4023,0,0,0
46,"La Rioja","820231","Hojas de sierra circular c/la parte operante de acero","Metales",680742.2,0.3965,0.9956,0.2959,0,0,0
46,"La Rioja","820239","Otras hojas de sierras circulares ncop.,incluidas las partes,de metal común","Metales",1448145,1.0513,0.9945,0.2682,0,0,0
46,"La Rioja","820240","Cadenas cortantes,de metal común","Metales",824351.6,0.8769,0.9947,0.2124,0,0,0
46,"La Rioja","820291","Hojas de sierra rectas,de metal común,p/trabajar metales","Metales",245933.4,1.3196,0.9951,0.3794,0,0,0
46,"La Rioja","820299","Hojas rectas s/dentar,de metal común,p/aserrar piedras","Metales",1075904,1.4623,0.9949,0.3409,0,0,0
46,"La Rioja","820310","Limas y escofinas,de metal común","Metales",365997.3,-0.1484,0.993,0.0208,0,0,0
46,"La Rioja","820320","Alicates,de metal común","Metales",1950443,0.587,0.9949,0.1818,0,0,0
46,"La Rioja","820330","Cizallas p/metales y herramientas similares,de metal común","Metales",202949.3,0.8373,0.994,0.2689,0,0,0
46,"La Rioja","820340","Cortatubos,cortapernos,sacabocados y herramientas similares de metal común","Metales",316254.9,0.6363,0.9942,0.2047,0,0,0
46,"La Rioja","820411","Llaves de ajuste de mano, de boca fija y metal común","Metales",1721679,0.9916,0.9952,0.2348,0,0,0
46,"La Rioja","820412","Llaves de ajuste de mano, de boca ajustable y metal común","Metales",621345.9,-0.1841,0.9941,-0.0585,0,0,0
46,"La Rioja","820420","Cubos de ajuste intercambiables,de metal común,incluso c/mango","Metales",1465017,1.1397,0.9957,0.31,0,0,0
46,"La Rioja","820510","Herramientas de taladrar o roscar,de metal común","Metales",189755.1,0.3249,0.9923,-0.0337,0,0,0
46,"La Rioja","820520","Martillos y mazas,de metal común","Metales",583079.9,-0.7316,0.9947,-0.0558,0,0,0
46,"La Rioja","820530","Cepillos,formones,gubias y herramientas cortantes similares p/trabajar la madera,de metal común","Metales",220314.9,1.0956,0.9944,0.2471,0,0,0
46,"La Rioja","820540","Destornilladores,de metal común","Metales",953411.7,1.4014,0.9953,0.3731,0,0,0
46,"La Rioja","820551","Otras herramientas de mano,de metal común,de uso doméstico,ncop.","Metales",1721337,0.9942,0.9957,0.0937,0,0,0
46,"La Rioja","820559","Otras herramientas de mano,de metal común,ncop.","Metales",4230665,0.6474,0.9926,0.152,0,0,0
46,"La Rioja","820560","Lámparas de soldar y similares,de metal común","Metales",138583.7,0.8463,0.9951,0.2227,0,0,0
46,"La Rioja","820570","Tornillos de banco,prensas de carpintero y similares,de metal común","Metales",913751.9,0.6419,0.9935,0.1546,0,0,0
46,"La Rioja","820590","Juegos de artículos de dos o más elementos de las subpartidas del 82.05,de metal común","Metales",434584.4,0.0526,0.9919,-0.0449,0,0,0
46,"La Rioja","820600","Herramientas de dos o más elementos de las partidas 82.02 al 82.05,acondicionadas p/la venta por menor,de metal común","Metales",1614223,0.0977,0.9954,0.2117,0,0,0
46,"La Rioja","820713","Útiles de perforación o sondeo,c/parte operante de cermet","Metales",781748.7,-0.5888,0.9931,-0.0011,0,0,0
46,"La Rioja","820719","Útiles de perforación o sondeo y sus partes,de metal común, ncop.","Metales",2251087,0.4103,0.9935,0.045,0,0,0
46,"La Rioja","820720","Hileras p/extrudir metal","Metales",872011.4,0.5539,0.9922,0.0798,0,0,0
46,"La Rioja","820730","Útiles de embutir,estampar o punzonar,de metal común","Metales",6542367,1.082,0.9938,0.2652,0,0,0
46,"La Rioja","820740","Útiles p/roscar internamente,de metal común","Metales",1179896,1.2694,0.9952,0.3408,0,0,0
46,"La Rioja","820750","Útiles de taladrar, intercambiables (exc. de perforación o sondeo y de roscar)","Metales",5029895,1.134,0.9964,0.3733,0,0,0
46,"La Rioja","820760","Útiles p/escariar o brochar,de metal común","Metales",458911.5,1.3552,0.9945,0.4293,0,0,58
46,"La Rioja","820770","Útiles de fresar frontales,de metal común","Metales",2917102,1.7266,0.996,0.5106,0,0,0
46,"La Rioja","820780","Útiles de tornear,de metal común","Metales",543201.9,1.5268,0.9951,0.384,0,0,0
46,"La Rioja","820790","Útiles intercambiables p/herramientas de mano,de metal común,ncop.","Metales",3471771,1.3736,0.9946,0.3234,0,0,0
46,"La Rioja","820810","Cuchillas y hojas cortantes,de metal común,p/máquinas mecánicas,p/trabajar los metales","Metales",534359.3,1.4972,0.9953,0.4429,0,0,0
46,"La Rioja","820820","Cuchillas y hojas cortantes,de metal común,p/máquinas mecánicas,p/trabajar la madera","Metales",434371.7,0.9748,0.9945,0.1851,0,0,0
46,"La Rioja","820830","Cuchillas y hojas cortantes,de metal común,p/aparatos de cocinas o p/máquinas de la industria alimenticia","Metales",359513,1.1134,0.9943,0.3531,0,0,0
46,"La Rioja","820840","Cuchillas y hojas cortantes, de metal común, p/máquinas agrícolas, hortícolas o forestales","Metales",666255.1,1.3665,0.9948,0.392,0,0,0
46,"La Rioja","820890","Cuchillas y hojas cortantes,de metal común,p/máquinas mecánicas,ncop.","Metales",1581014,1.0437,0.9957,0.3137,0,0,0
46,"La Rioja","820900","Plaquitas o patillas intercambiables de cermet","Metales",6507673,1.9808,0.9968,0.5695,0,0,0
46,"La Rioja","821000","Molinos manuales de peso<= a 10kg.,p/alimentos, de metal común","Metales",744447.1,0.4065,0.9917,0.071,0,0,0
46,"La Rioja","821110","Conjuntos o surtidos de cuchillos,de metal común","Metales",799925.9,0.8259,0.995,0.06,0,0,0
46,"La Rioja","821191","Cuchillos de mesa de hoja fija,de metal común","Metales",336905.4,0.151,0.9936,0.0062,0,0,0
46,"La Rioja","821192","Cuchillos de hoja fija,de metal común,p/cocina o carnicería","Metales",1509590,0.6027,0.9926,0.1717,0,0,0
46,"La Rioja","821193","Navajas de podar y sus partes,de metal común","Metales",837952.2,0.8418,0.9953,0.2838,0,0,0
46,"La Rioja","821194","Hojas de cuchillos,de metal común","Metales",242644.4,1.09,0.9942,0.3368,0,0,0
46,"La Rioja","821195","Mangos de cuchillos,de metal común","Metales",18074.03,0.2677,0.9925,0.0146,0,0,0
46,"La Rioja","821210","Navajas de afeitar,de metal común","Metales",2420448,-0.6375,0.9906,-0.2399,0,0,0
46,"La Rioja","821220","Hojas p/maquinillas de afeitar,de metal común","Metales",1888833,-0.0699,0.9905,-0.0986,0,0,0
46,"La Rioja","821290","Partes de navajas y máquinas de afeitar,ncop.,de metal común","Metales",368684,1.1057,0.9939,0.3117,0,0,0
46,"La Rioja","821300","Tijeras y sus hojas,de metal común","Metales",996215.7,0.1247,0.9933,0.0192,0,0,0
46,"La Rioja","821410","Cortapapeles,abrecartas,sacapuntas y sus cuchillas y raspadores,de metal común","Metales",215239.1,0.1971,0.9948,0.1025,0,0,0
46,"La Rioja","821420","Herramientas y juegos de herramientas de manicura o pedicuro,incluidas limas p/uñas,de metal común","Metales",680949.7,-0.1495,0.9922,-0.0531,0,0,0
46,"La Rioja","821490","Máquinas de esquilar y sus partes,de metal común","Metales",304958.1,-1.0358,0.9909,-0.1243,0,0,0
46,"La Rioja","821510","Surtidos de cubiertos que contengan por lo menos un objeto plateado,dorado o platinado","Metales",56228.18,0.7319,0.9928,0.199,0,0,0
46,"La Rioja","821520","Otros surtidos de cubiertos,de metal común,ncop.","Metales",1363072,-0.2627,0.9939,-0.0391,0,0,0
46,"La Rioja","821591","Cubiertos,palas p/tortas,pinzas p/azúcar y artículos similares,plateados,dorados o platinados","Metales",53729.98,0.2105,0.9929,0.0247,0,0,0
46,"La Rioja","821599","Cubiertos,palas p/tortas,pinzas p/azúcar y artículos similares,de acero inoxidable","Metales",1652971,-0.5772,0.9937,-0.102,0,0,0
46,"La Rioja","830110","Candados de metal común","Metales",1347794,0.9985,0.9962,0.0711,0,0,0
46,"La Rioja","830120","Cerraduras utilizadas en los vehículos automóviles,de metal común","Metales",3370166,0.683,0.9938,0.0809,0,0,0
46,"La Rioja","830130","Cerraduras utilizadas en muebles,de metal común","Metales",512964.1,1.0674,0.9959,0.2629,0,0,0
46,"La Rioja","830140","Otras cerraduras y cerrojos,de metal común,ncop.","Metales",5347770,0.2846,0.9922,-0.0383,0,0,0
46,"La Rioja","830150","Cierres y monturas-cierre,c/cerradura incorporada,de metal común","Metales",127117.8,0.5635,0.9925,0.1005,0,0,0
46,"La Rioja","830160","Partes de cerraduras,candados,cerrojos,cierres y monturas-cierre,de metal común","Metales",3421302,0.5706,0.9933,0.0723,0,0,0
46,"La Rioja","830170","Llaves de metal común,presentadas aisladamente","Metales",487296.7,0.6959,0.9939,0.1863,0,0,0
46,"La Rioja","830210","Bisagras de cualquier clase,de metal común","Metales",6887822,0.6703,0.9932,0.1874,0,0,0
46,"La Rioja","830220","Ruedas c/montura,de metal común","Metales",1193955,0.558,0.9938,0.1553,0,0,0
46,"La Rioja","830230","Guarniciones,herrajes y artículos similares,p/vehículos automóviles,de metal común","Metales",6654743,0.7169,0.9928,0.1055,0,0,0
46,"La Rioja","830241","Herrajes de metal común p/edificios","Metales",10305557,0.3559,0.9917,-0.0256,0,0,0
46,"La Rioja","830242","Herrajes de metal común p/muebles","Metales",10978406,0.8185,0.993,0.2132,0,0,0
46,"La Rioja","830249","Guarniciones,herrajes y artículos similares de metal común,ncop.","Metales",3912818,0.3322,0.9916,0.0229,0,0,0
46,"La Rioja","830250","Colgadores,perchas,soportes y artículos similares de metal común","Metales",2994375,0.4221,0.9941,0.1526,0,0,0
46,"La Rioja","830260","Cierrapuertas automáticos,de metal común","Metales",1315359,1.0151,0.9942,0.2174,0,0,0
46,"La Rioja","830300","Cajas de caudales,puertas y compartimientos blindados,cajas de seguridad y similares de metal común","Metales",1433872,0.552,0.994,0.1167,0,0,0
46,"La Rioja","830400","Clasificadores,ficheros y objetos similares p/oficina de metal común","Metales",330308.1,0.2653,0.9936,0.0806,0,0,0
46,"La Rioja","830510","Mecanismos p/encuadernación de hojas intercambiables o p/clasificadores,de metal común","Metales",199660.5,1.0534,0.995,0.1992,0,0,0
46,"La Rioja","830520","Grapas en tiras,de metal común","Metales",595005.7,0.3815,0.9943,0.0279,0,0,0
46,"La Rioja","830590","Sujetadores,cantoneras,clips y objetos similares p/oficina de metal común,incluidas las partes","Metales",247885.5,0.3954,0.9952,0.0511,0,0,0
46,"La Rioja","830610","Campanas,campanillas,gongos y artículos similares,de metal común","Metales",176434,-1.3263,0.9935,-0.1286,0,0,0
46,"La Rioja","830621","Estatuillas y objetos de adorno de metal común,plateados,dorados o platinados","Metales",93990.15,-0.0301,0.9922,0.0501,0,0,0
46,"La Rioja","830629","Estatuillas y objetos de adorno,de metal común,ncop.","Metales",2497582,-0.3979,0.992,-0.019,0,0,0
46,"La Rioja","830630","Marcos p/fotografías,grabados o similares y espejos,de metal común","Metales",339965.2,0.4746,0.9934,0.0936,0,0,0
46,"La Rioja","830710","Tubos constituidos por capas flexibles de acero y capas de plástico,diámetro interior > a 254mm.,utilizados en la explotación submarina de gas o petróleo","Metales",2548429,0.5957,0.9928,0.1276,0,0,0
46,"La Rioja","830790","Tubos flexibles de metales comunes,excluidos de hierro o acero","Metales",446423.7,0.573,0.993,0.1569,0,0,0
46,"La Rioja","830810","Corchetes,ganchos,anillos p/ojetes,de metal común","Metales",1220121,-0.3763,0.9918,-0.1069,0,0,0
46,"La Rioja","830820","Remaches tubulares o c/espiga hendida, de metal común","Metales",757697.7,1.2905,0.9941,0.3796,0,0,80
46,"La Rioja","830890","Hebillas de metal común","Metales",2448519,0.0866,0.9918,-0.0238,0,0,0
46,"La Rioja","830910","Tapas corona de metal común","Metales",427908.3,-0.7994,0.9914,-0.2376,0,0,0
46,"La Rioja","830990","Tapones y tapas de metal común","Metales",8714241,0.1741,0.9914,-0.0554,0,0,0
46,"La Rioja","831000","Placas indicadoras,rótulo,de dirección y similares,letras,números y otros signos,de metal común","Metales",956837.7,-0.1139,0.9936,-0.0128,0,0,0
46,"La Rioja","831110","Electrodos recubiertos p/soldadura de arco, de metal común","Metales",1301227,-0.3677,0.991,-0.2275,0,0,0
46,"La Rioja","831120","Alambre relleno p/soldadura de arco,de metal común","Metales",1100684,1.2018,0.9948,0.3003,0,0,0
46,"La Rioja","831130","Varillas recubiertas y alambre relleno p/soldar al soplete,de metal común","Metales",492236,1.0513,0.9946,0.2662,0,0,0
46,"La Rioja","831190","Alambres,varillas,electrodos y similares,de metal común,p/soldaduras o depósito de metal,ncop.","Metales",567855.2,-0.2441,0.9917,-0.1321,0,0,0
46,"La Rioja","840110","Reactores nucleares","Maquinaria",19236.56,-0.6111,0.994,-0.02,0,0,0
46,"La Rioja","840120","Máquinas y aparatos p/la separación isotópica y sus partes","Maquinaria",45746.93,0.0511,0.9965,0.1886,0,0,0
46,"La Rioja","840130","Elementos combustibles(cartuchos)s/irradiar","Maquinaria",3412046,1.3522,0.996,0.3611,0,0,0
46,"La Rioja","840140","Partes de reactores nucleares","Maquinaria",550274.8,1.5755,0.9959,0.4775,0,0,0
46,"La Rioja","840211","Calderas de vapor acuotubulares c/producción de vapor > a 45 ton./h.","Maquinaria",310793.3,-0.0999,0.9922,-0.1319,0,0,0
46,"La Rioja","840212","Calderas de vapor acuotubulares c/producción de vapor <= a 45 ton./h.","Maquinaria",350957.8,0.2833,0.9923,0.0314,0,0,0
46,"La Rioja","840219","Calderas de vapor","Maquinaria",676912.7,0.6622,0.9932,0.1029,0,0,0
46,"La Rioja","840220","Calderas denominadas """"de agua sobrecalentada""""","Maquinaria",244761.5,0.2604,0.9933,-0.0045,0,0,0
46,"La Rioja","840290","Partes de calderas de vapor y de agua sobrecalentada","Maquinaria",2035139,0.4287,0.9929,-0.0056,0,0,0
46,"La Rioja","840310","Calderas p/calefacción central c/capacidad <=a 200.000 kcal./h.","Maquinaria",6062823,0.7238,0.9928,0.1323,0,0,0
46,"La Rioja","840390","Partes de calderas p/calefacción central","Maquinaria",2643596,0.5772,0.9924,0.0837,0,0,0
46,"La Rioja","840410","Aparatos auxiliares p/calderas de vapor o agua sobrecalentada","Maquinaria",790432.8,0.6813,0.9935,0.0665,0,0,0
46,"La Rioja","840420","Condensadores p/máquinas de vapor","Maquinaria",242477.9,0.5192,0.9937,0.0803,0,0,0
46,"La Rioja","840490","Partes p/aparatos auxiliares p/calderas de vapor o agua sobrecalentada","Maquinaria",540715.2,0.6739,0.9931,0.0637,0,0,0
46,"La Rioja","840510","Generadores de gas pobre o gas de agua,generadores de acetileno y similares de gases,por vía húmeda","Maquinaria",662012.7,0.0593,0.9926,-0.0346,0,0,0
46,"La Rioja","840590","Partes p/generadores de gas pobre o gas de agua,de acetileno y similares de gases,por vía húmeda","Maquinaria",202553,0.7788,0.9944,0.2372,0,0,0
46,"La Rioja","840610","Turbinas de vapor p/la propulsión de barcos","Maquinaria",24689.57,1.0702,0.9959,0.2656,0,0,0
46,"La Rioja","840681","Turbinas de vapor excluidas p/la propulsión de barcos,de potencia > a 40MW","Maquinaria",1150293,1.424,0.996,0.4001,0,0,0
46,"La Rioja","840682","Turbinas de vapor excluidas p/la propulsión de barcos,de potencia <= a 40MW","Maquinaria",592455.9,0.5639,0.9956,0.2592,0,0,0
46,"La Rioja","840690","Rotores p/turbinas de reacción,de múltiples etapas","Maquinaria",2664954,1.3304,0.9942,0.385,0,0,77
46,"La Rioja","840710","Motores de émbolo alternativo o rotativo,de explosión,p/aviación","Maquinaria",2451838,-0.3801,0.9924,-0.1664,0,0,0
46,"La Rioja","840721","Motores p/barcos,fueraborda,de explosión,monocilíndricos","Maquinaria",3744967,0.6398,0.9956,0.2136,0,0,0
46,"La Rioja","840729","Motores p/barcos,de explosión,monocilíndricos excluidos fueraborda","Maquinaria",348592.3,0.277,0.9946,0.2086,0,0,0
46,"La Rioja","840731","Motores de émbolo alternativo,de explosión,cilíndricos <= a 50cm3,monocilíndrico p/vehículos automotores","Maquinaria",88739.67,-0.4963,0.9948,-0.0264,0,0,0
46,"La Rioja","840732","Motores de émbolo alternativo,de explosión,p/vehículos automotores,de cilindrada > a 50cm3 y <= a 250cm3.","Maquinaria",879980.1,-0.106,0.9949,-0.0754,0,0,0
46,"La Rioja","840733","Motores de émbolo alternativo,de explosión,cilindrada > a 250cm3 y <= a 1000cm3,monocilíndrico,p/vehículos automotores","Maquinaria",3816197,0.9537,0.994,0.2612,0,0,0
46,"La Rioja","840734","Motores de émbolo alternativo,de explosión,cilindrada > a 1000cm3,monocilíndrico,p/vehículos automotores","Maquinaria",31274175,1.5998,0.9951,0.4859,0,0,0
46,"La Rioja","840790","Motores de émbolo alternativo,de explosión,p/vehículos automotores,ncop.","Maquinaria",3267674,1.231,0.9953,0.3116,0,0,0
46,"La Rioja","840810","Motores de émbolo,diésel o semidiésel,p/propulsión de barcos,del tipo fueraborda","Maquinaria",3204019,1.8626,0.9963,0.5346,0,0,0
46,"La Rioja","840820","Motores diésel o semidiesel p/vehículos cilindrada <= a 1500cm3.","Maquinaria",28516459,1.1517,0.9937,0.3473,0,0,75
46,"La Rioja","840890","Motores de émbolo,diésel o semidiésel,estacionarios,potencia continua máxima <= a 450HP,a más de 1000rpm.","Maquinaria",14343306,0.8374,0.9941,0.3446,0,0,0
46,"La Rioja","840910","Partes de motores p/la aviación","Maquinaria",697839.9,-0.1179,0.992,-0.0523,0,0,0
46,"La Rioja","840991","Partes de motores de émbolo de encendido por chispa","Maquinaria",31850907,1.2116,0.994,0.3376,0,0,0
46,"La Rioja","840999","Bloques, cárteres, embolos, bielas, culatas, inyectores p/motores ncop.","Maquinaria",34316684,0.7777,0.9927,0.0899,0,0,0
46,"La Rioja","841011","Turbinas y ruedas hidráulicas,potencia <= a 1000 KW.","Maquinaria",79807.56,0.6095,0.9944,0.2222,0,0,0
46,"La Rioja","841012","Turbinas y ruedas hidráulicas,potencia > a 1000 KW.y <= a 10000 KW.","Maquinaria",84231.45,0.9461,0.994,0.2224,0,0,0
